Desert Population Tested	Song Type Played	Distance to Speaker Before Trial	Distance to Speaker After Trial	Attacks on Speaker Before Trial	Attacks on Speaker After Trial	Songs Sung Before Trial	Songs Sung After Trial	Aggression Index Before Trial	Aggression Index After Trial
Chihuahuan Desert	Far-Away in Same Desert	24	24	0	0	0	0	-1.098336991	-1.098336991
Chihuahuan Desert	Far-Away in Same Desert	24	24	0	0	0	0	-1.060980864	-1.07456491
Chihuahuan Desert	Far-Away in Same Desert	24	16	0	0	0	1	-0.259982922	0.354175797
Chihuahuan Desert	Far-Away in Same Desert	24	24	0	0	0	0	-0.259982922	-0.25658691
Chihuahuan Desert	Far-Away in Same Desert	24	24	0	0	0	0	-1.09494098	-1.09494098
Chihuahuan Desert	Far-Away in Same Desert	24	16	0	0	0	5	-1.091544968	0.652974629
Chihuahuan Desert	Far-Away in Same Desert	16	24	0	0	0	0	-0.552085957	-1.088148957
Chihuahuan Desert	Far-Away in Same Desert	24	16	0	0	0	0	-1.037208783	0.418712563
Chihuahuan Desert	Far-Away in Same Desert	24	2	0	3	0	11	-1.07456491	2.253663308
Chihuahuan Desert	Far-Away in Same Desert	8	2	3	1	0	0	0.486169204	1.476393036
Chihuahuan Desert	Far-Away in Same Desert	16	4	2	7	0	7	0.659551018	2.571659552
Chihuahuan Desert	Far-Away in Same Desert	24	24	0	0	0	0	-0.195458703	-0.141122518
Chihuahuan Desert	Far-Away in Same Desert	24	16	0	0	0	1	-1.088148957	-0.490970295
Chihuahuan Desert	Far-Away in Same Desert	24	24	0	0	0	0	-1.060980864	-0.243002864
Chihuahuan Desert	Far-Away in Same Desert	24	24	0	0	0	0	-1.044000806	-1.03041676
Chihuahuan Desert	Far-Away in Same Desert	24	24	0	0	0	0	-1.101733003	-1.101733003
Chihuahuan Desert	Far-Away in Same Desert	24	24	0	0	0	0	-1.098336991	-1.081356933
Chihuahuan Desert	Far-Away in Same Desert	4	1	0	3	0	41	0.270686606	3.792041304
Chihuahuan Desert	Far-Away in Same Desert	24	24	0	0	0	0	-1.084752945	-1.101733003
Chihuahuan Desert	Far-Away in Same Desert	24	24	0	0	0	0	-1.101733003	-1.101733003
Chihuahuan Desert	Far-Away in Same Desert	24	24	0	0	0	0	-1.071168899	-1.101733003
Chihuahuan Desert	Far-Away in Same Desert	24	24	0	0	0	0	-1.064376876	-1.023624737
Chihuahuan Desert	Far-Away in Same Desert	24	8	0	2	0	11	-1.067772887	0.978592053
Chihuahuan Desert	Far-Away in Same Desert	24	24	0	0	0	0	-1.088148957	-0.25658691
Chihuahuan Desert	Far-Away in Same Desert	24	24	0	0	0	0	-0.253190899	-0.147914541
Chihuahuan Desert	Far-Away in Same Desert	24	8	0	5	0	47	-1.060980864	3.056081913
Chihuahuan Desert	Far-Away in Same Desert	24	4	0	0	0	0	-1.101733003	1.132812756
Chihuahuan Desert	Far-Away in Same Desert	24	24	0	0	0	0	-1.027020749	-1.057584853
Chihuahuan Desert	Far-Away in Same Desert	24	24	0	0	0	0	-1.077960922	-0.972684564
Chihuahuan Desert	Far-Away in Same Desert	24	24	0	0	0	0	-1.098336991	-1.101733003
Chihuahuan Desert	Far-Away in Same Desert	16	24	0	0	5	0	-0.222735568	-0.229418818
Chihuahuan Desert	Far-Away in Same Desert	16	1	0	6	8	8	-0.158248987	2.657769922
Chihuahuan Desert	Far-Away in Same Desert	24	16	0	0	0	1	-1.064376876	-0.389089949
Chihuahuan Desert	Far-Away in Same Desert	24	4	0	4	0	23	-1.088148957	2.860537343
Chihuahuan Desert	Far-Away in Same Desert	24	4	0	4	0	8	-1.05079283	2.144167098
Chihuahuan Desert	Far-Away in Same Desert	24	24	0	0	0	0	-1.101733003	-1.054188841
Chihuahuan Desert	Far-Away in Same Desert	24	24	0	0	0	0	-1.101733003	-1.101733003
Chihuahuan Desert	Far-Away in Same Desert	24	24	0	0	0	0	-1.033812772	-1.088148957
Chihuahuan Desert	Far-Away in Same Desert	24	24	0	0	0	0	-1.101733003	-1.101733003
Chihuahuan Desert	Far-Away in Same Desert	24	24	0	0	0	0	-1.101733003	-1.101733003
Chihuahuan Desert	Far-Away in Same Desert	24	24	0	0	0	0	-1.098336991	-1.067772887
Chihuahuan Desert	Far-Away in Same Desert	24	24	0	0	0	0	-1.101733003	-1.098336991
Chihuahuan Desert	Far-Away in Same Desert	24	8	0	3	0	12	-1.09494098	1.89490266
Chihuahuan Desert	Far-Away in Same Desert	24	24	0	0	0	0	-1.098336991	-0.955704506
Chihuahuan Desert	Far-Away in Same Desert	16	16	0	0	12	26	0.014897418	1.532278151
Chihuahuan Desert	Far-Away in Same Desert	24	24	0	0	0	0	-1.047396818	-1.040604795
Chihuahuan Desert	Far-Away in Same Desert	24	24	0	0	0	0	-1.101733003	-1.101733003
Chihuahuan Desert	Far-Away in Same Desert	24	24	0	0	0	0	-1.101733003	-1.101733003
Chihuahuan Desert	Far-Away in Same Desert	24	24	0	0	0	0	-1.101733003	-1.101733003
Chihuahuan Desert	Far-Away in Same Desert	24	24	0	0	0	0	-1.101733003	-1.101733003
Chihuahuan Desert	Far-Away in Same Desert	24	24	0	0	0	0	-1.027020749	-0.962496529
Chihuahuan Desert	Far-Away in Same Desert	16	4	0	5	15	45	0.995846334	4.041934164
Chihuahuan Desert	Far-Away in Same Desert	24	0	0	4	0	26	-1.064376876	3.286445741
Chihuahuan Desert	Far-Away in Same Desert	24	16	0	0	0	5	-1.07456491	-0.270279729
Chihuahuan Desert	Far-Away in Same Desert	24	24	0	0	0	0	-1.101733003	-1.054188841
Chihuahuan Desert	Far-Away in Same Desert	24	24	0	0	0	0	-1.084752945	-0.263378933
Chihuahuan Desert	Far-Away in Same Desert	24	24	0	0	0	0	-1.101733003	-1.101733003
Chihuahuan Desert	Far-Away in Same Desert	16	16	0	0	4	7	0.51035469	-0.076732163
Chihuahuan Desert	Local Population	8	8	1	3	14	17	1.654039113	2.146144784
Chihuahuan Desert	Local Population	24	4	0	0	0	0	-0.243002864	1.153188825
Chihuahuan Desert	Local Population	24	24	0	0	0	0	-1.067772887	-1.023624737
Chihuahuan Desert	Local Population	24	24	0	0	0	0	-1.09494098	-1.07456491
Chihuahuan Desert	Local Population	24	24	0	0	0	0	-1.098336991	-1.101733003
Chihuahuan Desert	Local Population	24	24	0	0	0	0	-1.101733003	-1.091544968
Chihuahuan Desert	Local Population	24	24	0	0	0	0	-0.25658691	-0.222626795
Chihuahuan Desert	Local Population	24	24	0	0	0	0	-1.091544968	-0.239606853
Chihuahuan Desert	Local Population	24	24	0	0	0	0	-1.09494098	-0.23281483
Chihuahuan Desert	Local Population	24	24	0	0	0	0	-1.088148957	-0.989664622
Chihuahuan Desert	Local Population	24	24	0	0	0	0	-1.060980864	-0.23281483
Chihuahuan Desert	Local Population	24	24	0	0	0	7	-0.25658691	0.106698502
Chihuahuan Desert	Local Population	16	1	0	8	0	36	0.282872101	3.482831854
Chihuahuan Desert	Local Population	24	16	0	0	0	1	-0.215834772	0.44926412
Chihuahuan Desert	Local Population	24	8	0	3	0	29	-1.081356933	2.726712205
Chihuahuan Desert	Local Population	24	24	0	0	0	0	-0.198854714	-0.046034194
Chihuahuan Desert	Local Population	24	16	0	0	0	2	-1.060980864	0.405103424
Chihuahuan Desert	Local Population	24	24	0	0	0	0	-1.091544968	-1.054188841
Chihuahuan Desert	Local Population	24	24	0	0	0	0	-1.040604795	-1.101733003
Chihuahuan Desert	Local Population	24	24	0	0	0	0	-1.047396818	-0.979476587
Chihuahuan Desert	Local Population	24	24	0	0	0	0	-1.091544968	-1.020228726
Chihuahuan Desert	Local Population	24	24	0	0	0	0	-1.091544968	-1.091544968
Chihuahuan Desert	Local Population	24	24	0	0	0	0	-1.088148957	-1.101733003
Chihuahuan Desert	Local Population	24	24	0	0	0	0	-1.101733003	-1.101733003
Chihuahuan Desert	Local Population	24	24	0	0	0	0	-1.020228726	-1.013436703
Chihuahuan Desert	Local Population	16	8	0	3	2	26	0.456043597	2.672413658
Chihuahuan Desert	Local Population	16	8	0	5	0	46	0.313436205	3.836716332
Chihuahuan Desert	Local Population	24	24	0	0	0	0	-1.044000806	-1.040604795
Chihuahuan Desert	Local Population	24	24	0	0	0	0	-1.033812772	-0.049430206
Chihuahuan Desert	Local Population	24	24	0	0	0	0	-1.098336991	-1.098336991
Chihuahuan Desert	Local Population	24	4	0	6	0	43	-1.07456491	3.301950339
Chihuahuan Desert	Local Population	24	8	0	4	0	13	-0.21243876	1.372225936
Chihuahuan Desert	Local Population	24	16	0	0	0	10	-1.101733003	-0.049601709
Chihuahuan Desert	Local Population	24	0	0	10	0	34	-0.16829061	4.654102931
Chihuahuan Desert	Local Population	24	8	0	2	0	19	-0.23281483	2.122486793
Chihuahuan Desert	Local Population	24	0	0	16	0	36	-1.088148957	4.799732023
Chihuahuan Desert	Local Population	24	24	0	0	0	0	-1.09494098	-1.098336991
Chihuahuan Desert	Local Population	8	16	1	0	2	0	1.151579957	0.388148459
Chihuahuan Desert	Local Population	24	24	0	0	0	0	-1.101733003	-1.101733003
Chihuahuan Desert	Local Population	24	24	0	0	0	0	-1.088148957	-0.263378933
Chihuahuan Desert	Local Population	24	24	0	0	0	0	-1.101733003	-1.101733003
Chihuahuan Desert	Local Population	24	24	0	0	0	0	-1.09494098	-0.195458703
Chihuahuan Desert	Local Population	24	24	0	0	0	0	-0.999852656	-1.088148957
Chihuahuan Desert	Local Population	24	24	0	0	0	0	-1.071168899	-1.010040691
Chihuahuan Desert	Local Population	24	24	0	0	0	0	-1.101733003	-1.088148957
Chihuahuan Desert	Local Population	24	0	0	6	0	0	-1.027020749	2.386550515
Chihuahuan Desert	Local Population	24	16	0	2	0	3	-1.040604795	0.795353841
Chihuahuan Desert	Local Population	24	24	0	0	0	0	-1.05079283	-0.931932425
Chihuahuan Desert	Local Population	24	24	0	0	0	0	-1.101733003	-1.023624737
Chihuahuan Desert	Local Population	24	24	0	0	0	0	-1.101733003	-1.101733003
Chihuahuan Desert	Local Population	24	24	0	0	0	0	-1.101733003	-1.101733003
Chihuahuan Desert	Local Population	24	24	0	0	0	0	-1.101733003	-1.101733003
Chihuahuan Desert	Local Population	24	24	0	0	0	0	-1.101733003	-1.101733003
Chihuahuan Desert	Local Population	24	24	0	0	0	0	-1.101733003	-1.101733003
Chihuahuan Desert	Local Population	24	2	0	10	0	35	-0.23281483	4.517527626
Chihuahuan Desert	Local Population	24	24	0	0	0	0	-1.077960922	-1.101733003
Chihuahuan Desert	Local Population	24	24	0	0	0	0	-1.084752945	-1.084752945
Chihuahuan Desert	Local Population	24	24	0	0	0	0	-0.243002864	-0.23281483
Chihuahuan Desert	Local Population	24	24	0	0	0	0	-0.226022806	-1.067772887
Chihuahuan Desert	Local Population	24	24	0	0	0	0	-1.101733003	-1.101733003
Chihuahuan Desert	Local Population	24	24	0	0	0	0	-1.033812772	-1.077960922
Chihuahuan Desert	Cactus Wren Song	16	24	0	0	0	0	-0.545293934	-0.253190899
Chihuahuan Desert	Cactus Wren Song	8	24	1	0	0	0	1.008972564	-0.25658691
Chihuahuan Desert	Cactus Wren Song	24	24	0	0	0	0	-1.081356933	-1.064376876
Chihuahuan Desert	Cactus Wren Song	24	24	0	0	0	0	-1.101733003	-1.037208783
Chihuahuan Desert	Cactus Wren Song	24	24	0	0	0	0	-0.263378933	-0.243002864
Chihuahuan Desert	Cactus Wren Song	24	24	0	0	0	0	-1.077960922	-1.067772887
Chihuahuan Desert	Cactus Wren Song	24	24	0	0	0	0	-1.091544968	-1.081356933
Chihuahuan Desert	Cactus Wren Song	24	24	0	0	0	0	-0.263378933	-0.263378933
Chihuahuan Desert	Cactus Wren Song	24	24	0	0	0	0	-1.09494098	-1.088148957
Chihuahuan Desert	Cactus Wren Song	24	16	0	0	0	3	-0.243002864	0.45263504
Chihuahuan Desert	Cactus Wren Song	24	24	0	0	0	0	-1.101733003	-1.101733003
Chihuahuan Desert	Cactus Wren Song	8	16	0	0	25	52	2.041185604	1.93993412
Chihuahuan Desert	Cactus Wren Song	24	24	0	0	0	0	-1.101733003	-1.071168899
Chihuahuan Desert	Cactus Wren Song	16	16	2	0	0	1	0.62219489	-0.426446076
Chihuahuan Desert	Cactus Wren Song	24	24	0	0	0	0	-0.263378933	-1.07456491
Chihuahuan Desert	Cactus Wren Song	8	8	1	1	17	31	1.810218005	2.489244669
Chihuahuan Desert	Cactus Wren Song	24	24	0	0	0	0	-1.047396818	-0.175082633
Chihuahuan Desert	Cactus Wren Song	24	24	0	0	0	0	-1.057584853	-1.057584853
Chihuahuan Desert	Cactus Wren Song	24	24	0	0	0	0	-1.101733003	-1.101733003
Chihuahuan Desert	Cactus Wren Song	24	24	0	0	0	0	-1.098336991	-1.013436703
Chihuahuan Desert	Cactus Wren Song	24	24	0	0	0	0	-1.09494098	-1.027020749
Chihuahuan Desert	Cactus Wren Song	24	24	0	0	0	0	-1.101733003	-1.064376876
Chihuahuan Desert	Cactus Wren Song	24	24	0	0	0	0	-1.081356933	-1.101733003
Chihuahuan Desert	Cactus Wren Song	24	24	0	0	0	0	-1.071168899	-1.091544968
Chihuahuan Desert	Cactus Wren Song	24	24	0	0	0	0	-1.101733003	-0.243002864
Chihuahuan Desert	Cactus Wren Song	24	24	0	0	0	0	-1.071168899	-1.03041676
Chihuahuan Desert	Cactus Wren Song	24	24	0	0	0	0	-0.259982922	-1.054188841
Chihuahuan Desert	Cactus Wren Song	24	24	0	0	0	0	-1.016832714	-0.928536414
Chihuahuan Desert	Cactus Wren Song	24	24	0	0	0	0	-1.067772887	-1.047396818
Chihuahuan Desert	Cactus Wren Song	24	24	0	0	0	0	-1.016832714	-1.033812772
Chihuahuan Desert	Cactus Wren Song	24	24	0	0	0	0	-1.054188841	-1.016832714
Chihuahuan Desert	Cactus Wren Song	24	24	0	0	0	0	-0.982872599	-0.959100518
Chihuahuan Desert	Cactus Wren Song	24	24	0	0	0	0	-1.101733003	-0.226022806
Chihuahuan Desert	Cactus Wren Song	24	24	0	0	0	0	-1.060980864	-1.098336991
Chihuahuan Desert	Cactus Wren Song	4	4	1	2	18	12	1.278937023	1.173596759
Chihuahuan Desert	Cactus Wren Song	24	24	0	0	0	0	-1.081356933	-1.016832714
Chihuahuan Desert	Cactus Wren Song	24	24	0	0	0	0	-1.040604795	-0.921744391
Chihuahuan Desert	Cactus Wren Song	24	24	0	0	0	0	-1.077960922	-1.03041676
Chihuahuan Desert	Cactus Wren Song	24	24	0	0	0	0	-1.091544968	-0.171686622
Chihuahuan Desert	Cactus Wren Song	24	24	0	0	0	0	-1.077960922	-1.067772887
Chihuahuan Desert	Cactus Wren Song	24	24	0	0	0	0	-1.064376876	-0.969288552
Chihuahuan Desert	Cactus Wren Song	24	24	0	0	0	0	-1.101733003	-1.101733003
Chihuahuan Desert	Cactus Wren Song	24	16	0	0	0	0	-1.07456491	-0.531709888
Chihuahuan Desert	Cactus Wren Song	24	24	0	0	0	0	-1.064376876	-1.067772887
Chihuahuan Desert	Cactus Wren Song	24	24	0	0	0	0	-1.037208783	-1.057584853
Chihuahuan Desert	Cactus Wren Song	24	24	0	0	0	0	-0.185270668	-0.999852656
Chihuahuan Desert	Cactus Wren Song	16	24	0	0	1	0	-0.460406191	-0.069806275
Chihuahuan Desert	Cactus Wren Song	24	24	0	0	0	0	-1.081356933	-1.088148957
Chihuahuan Desert	Cactus Wren Song	24	24	0	0	0	0	-1.027020749	-0.999852656
Chihuahuan Desert	Cactus Wren Song	24	16	0	1	0	10	-1.03041676	0.184583905
Chihuahuan Desert	Cactus Wren Song	24	24	0	0	0	0	-1.101733003	-1.101733003
Chihuahuan Desert	Cactus Wren Song	24	24	0	0	0	0	-1.098336991	-1.101733003
Chihuahuan Desert	Cactus Wren Song	24	24	0	0	0	0	-1.101733003	-1.101733003
Chihuahuan Desert	Cactus Wren Song	24	24	0	0	0	0	-1.101733003	-1.101733003
Chihuahuan Desert	Cactus Wren Song	24	24	0	0	0	0	-0.181874656	-1.027020749
Chihuahuan Desert	Cactus Wren Song	24	24	0	0	0	0	-1.098336991	-1.091544968
Chihuahuan Desert	Cactus Wren Song	24	24	0	0	0	0	-0.249794887	-0.21243876
Chihuahuan Desert	Cactus Wren Song	24	24	0	0	0	0	-0.259982922	-0.25658691
Chihuahuan Desert	Cactus Wren Song	24	24	0	0	0	0	-1.09494098	-0.253190899
Chihuahuan Desert	Cactus Wren Song	24	24	0	0	0	0	-1.101733003	-1.101733003
Chihuahuan Desert	Cactus Wren Song	24	24	0	0	0	0	-1.101733003	-1.09494098
